"","aptnm","경도","위도","number_of_bus_station","bus_dis","number_of_health_ins","health_dis","number_of_library","library_dis","number_of_park","park_dis","number_of_subway","subway_dis"
"616","경남",127.035145507637,37.6548047423787,98,8.93489959754159e-06,137,6.93267035155788e-06,6,2.33430893708256e-05,3,3.4103681954027e-05,1,3.97688627128065e-05
"617","금호베스트빌",127.094011537775,37.5437532629126,72,3.52111195812665e-07,121,4.31595673063543e-06,10,2.13393707189453e-05,0,0.000112258461655488,3,7.92532789640228e-05
"618","삼성홈타운",127.016871604293,37.5627386390955,83,2.99164530581755e-06,169,1.77334096701628e-07,11,5.26968614351256e-06,1,5.43142987956742e-05,10,1.10656841442733e-05
"619","금호베스트빌",127.025917842455,37.5613628898771,136,9.74590122468033e-07,216,1.63738145299377e-05,12,2.12167170097529e-05,1,3.43400961683663e-05,6,1.9681892642578e-05
"620","낙성대현대아파트",126.966365956183,37.4723908122469,51,4.73493899481316e-07,64,8.20436380843216e-10,6,8.12445285674846e-06,0,0.000153919428543136,1,2.82179701508105e-05
"621","푸른마을",126.98401582354,37.4956445032401,63,2.64369001396774e-06,172,7.79526214372274e-07,1,9.48189642683969e-05,0,0.000124516103618667,3,7.90983846948658e-05
"622","두산위브트레지움",127.01693069632,37.6177643032662,100,2.04902062433281e-06,96,4.05829062353345e-06,5,2.13620146418833e-05,0,0.000301798445353348,0,0.00015674012693719
"623","리치힐102동(993-36)",126.905011449873,37.4731711215819,81,1.13779046437719e-06,105,2.9041887835042e-06,8,6.22058483028211e-06,3,1.59965544638468e-05,0,0.000156222727190454
"624","강변한솔솔파크",126.866552401948,37.5566842439508,47,2.93036148508338e-06,114,4.04739394195211e-06,5,1.17249392781885e-05,2,7.55517198596519e-06,0,0.000849839188251664
"625","빌라일두오모",126.996458906497,37.49347752857,73,6.86176273873872e-07,103,1.30763868806449e-06,1,8.24560613720047e-05,0,0.000543621731990528,1,4.60655389872865e-05
"626","북한산현대힐스테이트3차아파트",126.934904405769,37.6184800665697,51,3.84494545356236e-06,75,4.47277795638648e-06,5,3.64896312482866e-05,1,2.51855087714618e-05,3,3.64317984760327e-06
"627","우성",126.947804247748,37.5096291040511,102,2.04689775463441e-06,89,7.0117687737866e-06,3,1.92794134285768e-05,1,1.7303924425772e-05,2,4.59280366201336e-05
"628","목동우성2",126.866720771352,37.5078748013929,71,1.97199104807323e-06,79,1.32864825505954e-06,4,1.23540613221535e-06,1,4.92651960764637e-06,1,1.86840172901751e-05
"629","삼성홈타운",127.039077253893,37.5633989437118,106,3.33477891393395e-07,131,4.29788540216338e-06,5,4.45648595534769e-06,1,9.76228251504894e-05,7,5.97487874242127e-06
"630","삼성래미안",126.955316835387,37.5382964045291,128,2.51483346125533e-08,189,2.33051855429712e-07,7,5.56780949392818e-06,1,6.94115186645568e-05,6,2.87461751782283e-05
"631","두산",126.891719741887,37.4760395859626,137,6.07721169142744e-07,122,9.58385055901984e-07,3,6.6546272416275e-06,0,0.000304597406760861,0,0.000105805599506695
"632","신당푸르지오",127.019504822129,37.5592004695562,114,9.02990345955084e-07,165,5.60352558180605e-06,13,6.17649339629243e-07,2,9.00000187152368e-06,5,2.4050073701173e-05
"633","킹스매너",126.970461277647,37.5732795109163,98,7.94203061211326e-06,175,2.39851143729884e-06,5,1.37190922044659e-05,4,9.99661065663664e-06,3,1.45418677732046e-05
"634","태진드림피아",126.870826873683,37.5525770268127,48,2.72213617794215e-07,129,1.8106671051645e-07,5,1.44827384727253e-06,1,3.24909829486348e-05,0,0.00075251819664962
"635","천연뜨란채",126.958448691465,37.5675621422573,117,5.65473163446426e-07,87,8.30307271365632e-06,6,1.23818264561904e-05,1,4.20869012574026e-05,4,4.8284264276087e-05
"636","한양2",127.031453992625,37.6569864317375,110,7.96379373237157e-07,131,4.40718476799885e-07,7,9.84061932282457e-06,2,7.71569309639333e-06,1,8.07637281776885e-05
"637","극동미라주",127.023300962442,37.5584811461174,130,4.41144927043808e-07,171,1.01217113030765e-05,12,1.60704458100488e-05,1,3.92838370808074e-06,7,2.41388230347485e-05
"638","사슴3",127.059686274576,37.6317295957652,81,7.48666159173368e-07,61,2.19193398148643e-06,4,2.22753313691555e-05,0,0.000303743039872887,3,2.64124348905966e-06
"639","에스케이북한산시티",127.01263074872,37.6179760334621,113,4.89042952717731e-06,108,2.18772225689963e-07,4,6.2814838031341e-06,0,0.000179924261737317,0,0.000248066931541179
"640","경남아너스빌",127.024254591345,37.637991884902,97,7.35871670800337e-07,199,6.92249483541466e-10,0,0.000103321197553697,1,8.28357341712835e-05,1,1.41373555530238e-06
"641","초안1",127.04430328766,37.6329811765686,98,2.92340713433597e-07,63,4.52590575330825e-07,4,8.27320455831338e-07,0,0.00010577603559562,0,0.00018542234386799
"642","벽산",127.027222938391,37.5516933617965,148,3.88314743451939e-08,116,9.0950492201796e-07,8,1.13575222343739e-05,2,6.04191437882908e-05,3,4.03213694139314e-05
"643","한양2",127.031453992625,37.6569864317375,110,7.96379373237157e-07,131,4.40718476799885e-07,7,9.84061932282457e-06,2,7.71569309639333e-06,1,8.07637281776885e-05
"644","이안용산프리미어",126.970332391243,37.5386143191392,74,2.37664265795929e-07,90,6.01572728868204e-06,3,5.0404000933759e-05,0,0.000152029918271408,7,4.63428804308339e-06
"645","서초호반써밋",127.013251949969,37.4564360491133,13,1.37108875639432e-06,6,4.80323279452002e-06,0,0.000661229994112378,0,0.00021431561606223,0,0.000143937808591988
"646","금강",126.90800546073,37.4631019929702,53,3.30623581825821e-07,63,1.18808495589201e-06,9,1.90066356518467e-05,2,2.60802684750598e-05,0,0.000240540370051636
"647","학마을1단지",126.844319085147,37.5080526501106,84,6.47547948724037e-07,57,2.41489816343515e-07,4,3.00475252240337e-06,2,4.67324139677969e-05,0,0.000186448639541516
"648","일성트루엘",127.065377531925,37.5652943577914,53,2.28257048685587e-06,98,1.54360911168872e-06,1,9.87389527076451e-05,0,0.000103379655690293,1,1.53649744590627e-05
"649","청옥",127.003235876209,37.6109204826192,76,2.25578798348139e-06,41,1.99101792327105e-05,2,5.74949099846404e-05,0,0.000191016721070705,0,0.000501470475171502
"650","극동(105)",126.975650061703,37.4896946254326,77,8.80384653659094e-07,219,5.26725117974391e-07,1,5.39999769171359e-06,1,1.51575127826448e-05,3,4.61168205076246e-05
"651","행당 한진타운",127.029207383318,37.5558804553964,148,1.61525919747709e-06,156,6.81007780677367e-07,7,5.50442410018927e-06,1,5.72007500896371e-05,6,3.00037427924527e-06
"652","동신",127.061266120643,37.617552477555,102,1.63814703356083e-07,85,2.60218857332552e-06,7,8.56419194185984e-06,0,0.000322239512412084,4,2.42364966449288e-05
"653","강변래미안",126.908236508058,37.5298247572871,54,9.41159714325834e-07,122,1.69213544102102e-06,4,1.56425034582995e-05,0,0.000109037867452727,2,5.34335613567994e-05
"654","대림e-편한세상",127.02711847087,37.5579017106154,159,3.02844849773207e-06,193,1.96772091411572e-06,10,5.13124807631693e-06,1,2.9110189624534e-05,4,6.75730238654546e-06
"655","풍림2",126.943080365457,37.593375689781,96,1.51264403520224e-06,117,1.21039779312565e-06,4,7.00679770583256e-07,0,0.000200059373851359,1,2.47196925462184e-05
"656","한보미도맨션2",127.067350014658,37.4933931510549,58,5.43454130074711e-06,155,1.66161128579424e-06,2,4.07826189168473e-05,0,0.00036499126714805,4,1.74607064146241e-05
"657","극동",127.027422598488,37.6514339618398,100,9.91414669378504e-07,95,5.64637641292751e-06,4,6.43760150044715e-06,2,3.01438531147753e-06,1,5.85162054590661e-05
"658","백련산힐스테이트1차",126.925226536648,37.5924138318716,98,1.69279467982147e-06,126,1.77251367960759e-07,8,7.97402393853836e-06,1,3.12698910799331e-05,0,0.000131842529754015
"659","자양우성7",127.074596726286,37.5363526161092,48,4.72177444505965e-06,193,8.90602340422289e-06,7,9.21872819240497e-06,0,0.000223495356535745,3,3.86723550004249e-05
"660","대동황토방2",126.862401758505,37.5551770674789,61,3.30326441380446e-06,133,3.75399333787404e-06,6,1.26261739304231e-05,2,7.35685430043687e-06,0,0.000633225678031544
"661","부영팰리스",127.037431439902,37.6639817089344,94,6.14646179839924e-07,135,8.86913252453644e-07,7,1.03157956692283e-05,1,4.79140027531272e-05,1,5.92836093594814e-05
"662","청담2차 이-편한세상(204동)",127.044958479874,37.5206238754661,43,1.02483378642188e-05,411,4.46130468217924e-07,4,4.52803782064772e-06,1,5.66606703652498e-05,5,2.54834682156035e-05
"663","하이캐슬102동",127.063393518815,37.5004060715791,54,3.88619437485009e-07,232,1.75664397693661e-07,4,4.23965109759516e-06,0,0.000244525503355811,3,3.75510130932305e-05
"664","이안용산3차",126.969801746787,37.5388471832786,79,1.05842926028936e-06,97,3.70415009129304e-06,3,4.56018857048646e-05,0,0.000138242812459409,7,4.93671291980048e-06
"665","주공1단지",127.04711402283,37.6247095737389,124,1.88947559108304e-06,45,2.15101479326912e-06,4,6.15421146308153e-05,1,4.258766609293e-05,0,0.000208015686597965
"666","주공3",126.841111422493,37.5616418349754,88,3.28363683650593e-06,104,1.88071858698629e-06,4,2.2601054589764e-06,1,7.0078975483697e-05,1,2.33349827071326e-05
"667","삼성하나로",126.871906542332,37.5516297228771,44,1.69260279883935e-06,129,6.80799904860546e-08,4,5.47282933969836e-06,1,4.87563528130024e-05,0,0.000717474081802192
"668","대림e-편한세상",127.02711847087,37.5579017106154,159,3.02844849773207e-06,193,1.96772091411572e-06,10,5.13124807631693e-06,1,2.9110189624534e-05,4,6.75730238654546e-06
"669","쌍용예가클래식",126.893636083906,37.5275605475617,87,4.0402147813921e-06,133,3.76390208900104e-06,6,3.37824419148132e-05,0,0.000293759722390746,4,1.01734612150538e-05
"670","삼성래미안1",126.984007935896,37.4727023921114,44,1.77048079618354e-06,85,8.74208417152617e-06,1,4.16470357295604e-05,0,0.000270230199413452,3,2.24646015464796e-05
"671","라이프",126.913175396196,37.4770896764465,95,1.43075072578975e-07,126,1.15061579223984e-06,5,6.44718462716865e-06,3,3.08228277854453e-05,0,0.000106743928233338
"672","래미안수유",127.018063324688,37.6447090236924,100,2.38429757980217e-06,97,1.29647778794692e-06,5,7.43951900658388e-05,1,9.95581374160489e-05,1,9.99419797198639e-05
"673","현대홈타운아파트",126.884254440618,37.5119722191003,78,1.45627781054587e-06,92,3.36801015796464e-09,5,3.09733870260946e-05,0,0.000249450709921656,5,7.39574395422137e-06
"674","쌍용",127.117703245843,37.5272518297608,43,4.98869835066766e-07,65,3.1482350049941e-07,1,1.41265116814128e-07,1,6.75379246452211e-05,1,1.69454413353247e-05
"675","정릉풍림아이원",127.007297911588,37.6184876142783,83,1.03175383080119e-06,33,3.0518851844429e-06,3,3.05180665342633e-05,1,7.71888722743172e-05,0,0.000408738357469393
"676","삼성래미안트리베라2단지",127.020401549408,37.6173116384026,90,1.62878149195036e-06,141,1.6858416665831e-06,6,4.7959274323941e-06,0,0.000368019729583695,0,0.000106661808370673
"677","미아동부센트레빌",127.025708332062,37.6136767350618,104,2.83361733211426e-06,185,6.93677008224201e-06,3,1.4347241502421e-05,0,0.000292350380967506,1,1.77342071323764e-05
"678","창전래미안",126.930994059899,37.5512308823936,136,1.69758942704736e-07,221,1.06929093161666e-07,2,1.33413115989934e-05,1,4.25075858551682e-06,6,1.48243494532304e-05
"679","현대",127.117798689097,37.5034792135819,60,1.11726933041612e-05,215,9.74333750121449e-07,1,2.54529769543947e-06,0,0.000213226615936222,3,4.93236208943259e-05
"680","마포동원베네스트",126.95234943792,37.5402414946312,138,2.65330427634517e-06,196,2.09283706296992e-06,8,6.81837839380597e-07,1,8.23900313061116e-05,6,5.6609691901354e-06
"681","대우푸르지오",126.929514782543,37.5615205693803,96,3.86926848674277e-06,204,3.45224025833839e-06,3,6.23940967457345e-05,2,9.613079630139e-05,3,2.76921098803621e-05
"682","동아",127.061708365604,37.569342253763,74,4.71424844050055e-06,183,2.65644743759167e-06,1,6.61718618140978e-05,1,3.39209254662523e-05,2,6.76490859385535e-05
"683","국제산장",126.927805429571,37.4608369090379,45,6.8921998318445e-07,19,2.30793899307284e-07,2,2.67214716051263e-05,0,0.000126005877998472,0,0.000549071648407701
"684","에스케이북한산시티",127.01263074872,37.6179760334621,113,4.89042952717731e-06,108,2.18772225689963e-07,4,6.2814838031341e-06,0,0.000179924261737317,0,0.000248066931541179
"685","한양",126.932503484941,37.5214748650509,50,5.81199540177803e-07,125,1.80196407304387e-06,1,1.9023576877094e-05,1,1.89040317611004e-05,2,3.14601473439237e-05
"686","동산",127.005296009443,37.5515272638274,37,6.58496470448889e-06,67,9.66082830165284e-06,3,1.91570544490683e-05,0,0.00019053569574556,4,1.36789555012762e-05
"687","동인샤인빌",127.017786536567,37.5449081171094,110,1.06269586042131e-06,95,6.66636074145845e-06,5,4.25455763063187e-06,2,1.34952779772648e-05,4,1.1699915573179e-05
"688","남서울힐스테이트",126.900966570969,37.4477871989419,72,3.94988351876416e-06,111,2.74647184322417e-06,8,1.679931478793e-05,1,1.0126956934641e-05,0,0.000107424002951406
"689","청솔아파트9",127.085148465261,37.6214491190448,75,3.6323417536802e-06,66,2.26451769252493e-06,3,3.16087848332075e-06,0,0.000106780664166072,2,2.25984434236595e-06
"690","세양청마루",126.863675809775,37.5071533161833,87,9.32550171124777e-07,80,6.7654900638655e-07,4,1.59863968266797e-05,1,2.85655227184651e-05,1,2.77234359005399e-05
"691","청림빌",127.02472662328,37.5206638116767,41,4.53431583031522e-06,666,3.49844531221113e-06,3,1.46817971469635e-05,0,0.00012224256557313,3,4.15147715599587e-05
"692","약수하이츠",127.014263668771,37.5547365066187,100,7.2689070584394e-06,142,2.56597624934426e-07,10,5.42398926834853e-06,2,4.96301293198265e-05,7,1.448658411896e-05
"693","남산타운",127.008880476432,37.5486807945139,79,4.03193117566192e-06,98,6.43481827284571e-06,4,1.25538350806323e-05,0,0.000101935681401763,4,5.53509127916941e-06
"694","길음뉴타운8단지(래미안)",127.01794878542,37.6075574804896,119,4.39037244766717e-06,121,2.49787681183443e-06,7,3.19428141650211e-05,0,0.000174255641181097,1,6.55667987739758e-05
"695","방학E.S.A2아파트",127.045614095751,37.6663850778413,85,2.59288792870578e-07,100,6.38449879621699e-08,8,7.09451283987928e-06,0,0.000230343985457077,1,2.91924053506589e-06
"696","성원상떼빌",127.120436228994,37.4950644942941,57,3.59839046532533e-06,152,1.50024343935961e-07,1,6.39770365679745e-05,0,0.000129363544354098,5,1.01642807419622e-05
"697","삼성휘버스",126.977642170187,37.4780351573523,60,1.84668512229786e-06,206,1.26928510711475e-06,2,1.12551730893371e-05,1,7.44468283026149e-05,5,1.58336093910615e-05
"698","서광등촌마을2",126.857444510012,37.5578771499458,77,6.02560479912358e-07,117,4.20592120379174e-06,6,6.34543267486801e-06,1,1.38170038417689e-05,0,0.00039990861745553
"699","한사랑2삼성",126.864162394395,37.554612829484,54,2.12965062477555e-06,126,1.00647488074038e-06,7,9.07390635805678e-06,2,1.78982150774374e-05,0,0.000728216301416171
"700","명수대현대",126.966995755893,37.5078356376452,42,7.0283086365702e-07,42,1.29554687443818e-06,0,0.000295550968849959,0,0.00010832195146362,0,0.000167983634602305
"701","신트리1",126.853687850909,37.5137367146629,73,6.04011708964459e-07,114,9.7080615307019e-07,4,3.16645328173509e-06,2,3.27688529119021e-05,1,3.98125870452175e-05
"702","신반포2",127.002864177186,37.5106988312975,42,4.50803141369274e-06,124,4.12315707441741e-06,0,0.000140511141510219,0,0.000514264379858131,4,4.2911226880738e-05
"703","학마을1단지",126.844319085147,37.5080526501106,84,6.47547948724037e-07,57,2.41489816343515e-07,4,3.00475252240337e-06,2,4.67324139677969e-05,0,0.000186448639541516
"704","신화",127.013422474976,37.5156853413098,40,7.15429437691802e-08,281,1.64681035333945e-06,1,7.62442780179174e-07,0,0.000547685411072733,4,1.28988838217902e-05
"705","제일",126.969520916132,37.482929064456,83,4.44975961940881e-06,127,4.13410315435855e-06,5,5.90072675946358e-06,2,3.24118303815309e-05,2,5.51645972085155e-06
"706","위더스빌",127.077140635067,37.6145675645809,83,4.52658232575216e-07,110,6.35842221580172e-07,3,8.32472272990049e-05,0,0.000156919774656057,4,1.48951148086954e-05
"707","강변래미안",126.908236508058,37.5298247572871,54,9.41159714325834e-07,122,1.69213544102102e-06,4,1.56425034582995e-05,0,0.000109037867452727,2,5.34335613567994e-05
"708","데시앙",127.099458305129,37.6109225846863,77,2.73187431637347e-06,57,4.77037728755991e-06,1,8.86609335622586e-05,1,5.04300786260941e-05,2,1.83166594624421e-05
"709","두산위브",127.031529834865,37.5567045410466,150,2.14052727657039e-06,140,1.50985506886541e-06,6,7.00522697840767e-06,1,9.56202551074716e-05,6,4.07680962537025e-06
"710","동광갈현베르빌",126.916808522644,37.6122291730136,113,3.28153031544401e-07,212,7.50630208286545e-07,14,4.42810381537549e-06,1,6.19713338553771e-05,4,1.08945233178878e-06
"711","극동미라주",127.023300962442,37.5584811461174,130,4.41144927043808e-07,171,1.01217113030765e-05,12,1.60704458100488e-05,1,3.92838370808074e-06,7,2.41388230347485e-05
"712","신반포11",127.013278085984,37.5096205182617,62,2.87002856293152e-06,343,3.75905297895289e-08,2,2.90225797982072e-05,0,0.000699771804229851,5,5.04489996056292e-06
"713","SM엘루이",126.862588147092,37.5215151290689,75,1.18891365127957e-07,194,4.20006781671521e-06,6,2.29009710901687e-05,0,0.000216999910056832,4,2.28866231620365e-05
"714","해모로",126.929685980593,37.5462729070766,101,3.78178314238834e-07,59,8.3977032696985e-07,2,7.77478919429101e-06,1,3.02570712630063e-05,3,5.97670848754608e-06
"715","신동아",127.148677917264,37.5391366810412,50,2.30752600510138e-06,122,4.49346160743917e-06,1,2.79114720108928e-05,3,2.57307132812725e-05,2,7.33835951503455e-05
"716","진주",126.932726645667,37.5187352227849,53,7.00465289663713e-07,125,4.54900186594234e-07,1,4.72327028831836e-06,2,6.94432996731662e-06,3,6.84879510855174e-05
"717","홍제현대",126.941398473624,37.5889952344394,98,3.01135846790406e-06,120,1.88059480132493e-06,5,2.42641780466292e-05,1,8.97230003762537e-05,1,7.87615439943987e-06
"718","주공3",126.841111422493,37.5616418349754,88,3.28363683650593e-06,104,1.88071858698629e-06,4,2.2601054589764e-06,1,7.0078975483697e-05,1,2.33349827071326e-05
"719","경남1",127.054173895409,37.4845150908032,66,5.10714028319126e-06,90,1.08737741484309e-06,4,3.87495237694505e-05,0,0.000117153616484317,4,3.44252487179906e-05
"720","삼성리치빌1",127.051129370461,37.518529686768,44,3.9218045627624e-07,233,4.69080624957307e-08,3,2.22956548428344e-05,2,9.5708035953447e-06,3,8.01184955946939e-06
"721","서강GS",126.931098399949,37.5439771831853,79,3.72944804691433e-06,44,3.03468947008404e-06,1,1.50589749380852e-05,1,6.45332503008414e-05,3,1.27155552215983e-05
"722","CJ나인파크",126.969170724866,37.5360844630167,77,1.54557998703705e-07,105,4.86407672638043e-06,3,6.30821983529733e-05,0,0.000169105023057978,8,1.95835299294959e-05
"723","힐스테이트 상도 프레스티지",126.948946354609,37.4965353794851,115,1.04044141420091e-05,105,5.37930496069294e-06,4,4.00116679098677e-06,0,0.000126095567306442,2,2.06092869379589e-05
"724","북한산힐스테이트1차아파트",126.937001651616,37.6126197353159,45,5.83769469956267e-07,87,2.37311611417516e-05,2,1.7626608692436e-06,1,8.87028936397602e-05,3,4.99281900213886e-05
"725","동부센트레빌",126.900434866955,37.5244567573023,103,2.72025550385138e-06,224,3.55766687851035e-06,4,2.51724828397964e-06,0,0.000138719153596812,4,2.1632367779171e-05
"726","잠실 푸르지오 월드마크",127.10357764333,37.5174387314714,35,1.56022166315549e-06,126,1.19237237395682e-08,1,2.4894414088595e-05,0,0.000138226004183126,4,9.68246187629626e-06
"727","두성",126.917125868537,37.6049881455562,108,1.8569146422909e-06,173,2.90290243277836e-06,16,4.20003601664492e-06,0,0.000210820719198906,3,3.35095848453241e-05
"728","한화/성원아파트",127.031765765872,37.661265380776,84,7.43036846099331e-07,89,5.86595378865474e-07,8,5.92115233446823e-06,2,2.45509114102858e-06,0,0.000169626557527415
"729","푸르지오시티",127.023860909253,37.6341884558025,100,4.64123341482534e-07,218,1.3933055276672e-07,2,5.70347660950414e-05,1,6.38135791571687e-05,2,1.67684370315727e-05
"730","정익제이원아파트(15-114)",126.929096381266,37.6087539719048,85,1.18850534600454e-07,145,9.18506105227153e-07,11,1.57084910551636e-05,0,0.000101594540346719,3,2.18593294138352e-06
"731","학마을1단지",126.844319085147,37.5080526501106,84,6.47547948724037e-07,57,2.41489816343515e-07,4,3.00475252240337e-06,2,4.67324139677969e-05,0,0.000186448639541516
"732","중앙하이츠104동",126.927808861178,37.5494723917885,127,2.47602590109333e-07,186,4.66648345128024e-06,2,2.10752646658809e-05,1,6.49949790970634e-06,5,2.00812827285673e-05
"733","범양프레체",127.075881477395,37.5944855856847,86,3.02122765424315e-07,116,7.03557751215916e-07,2,1.2468296901237e-06,0,0.000312986049608577,3,2.87009478807203e-07
"734","성원대치2단지아파트",127.075215384158,37.4941848052623,44,3.42926700079664e-06,58,2.46702056499064e-06,1,8.20596540375721e-05,0,0.000244337976180274,3,1.43702386324023e-05
"735","대림e-편한세상4",126.886846789329,37.5106003394881,82,2.89122473112217e-06,95,1.90653044565425e-06,4,4.46719846404597e-05,0,0.000327268057319504,5,2.28219307522963e-05
"736","전농동신성미소지움",127.048527041801,37.5783117738141,83,1.31670913598541e-06,141,2.95316704579018e-06,0,0.000142602096891091,1,2.57981691348386e-05,3,9.0226594179997e-06
"737","벽산",127.027222938391,37.5516933617965,148,3.88314743451939e-08,116,9.0950492201796e-07,8,1.13575222343739e-05,2,6.04191437882908e-05,3,4.03213694139314e-05
"738","훼미리하우스138",126.907961079352,37.5275709581712,61,6.20764723464525e-07,147,3.24025240123926e-06,4,2.98286707831593e-06,1,7.08192625781337e-05,2,3.35363503134801e-05
"739","신림동신도브래뉴",126.911493016213,37.483710302599,89,2.79762524889653e-07,151,9.42525866795132e-07,4,1.51541814675606e-05,0,0.000111939262648071,1,1.81240527171712e-05
"740","우성",126.859701941934,37.55751251764,63,4.06143677257216e-06,119,3.60194014837328e-07,6,3.47013917572369e-06,2,2.10188230496342e-06,0,0.000495825419084605
"741","대림(1차)",127.033264500403,37.5519307590448,116,7.25906463007613e-07,95,9.04252529083371e-08,5,1.42817322567563e-06,0,0.000151306955971049,3,4.67532114931078e-06
"742","래미안송파파인탑",127.120006146918,37.5026771694066,62,3.29657710880537e-06,186,3.59738511643325e-07,1,1.02708907525798e-05,0,0.00015492745113808,6,6.02928327255048e-05
"743","KCC엠파이어리버",126.912097143068,37.5483052191302,70,1.59529730953917e-07,103,1.41580413475138e-06,1,8.91502669141636e-05,1,2.74140939606504e-06,3,5.78130210750289e-06
"744","두산",126.942894626699,37.4845267749186,99,2.11020799682565e-06,131,6.17934017055513e-07,7,8.17126588681428e-07,1,7.93102101651528e-05,1,5.36831413124945e-06
"745","윤정",126.909486329086,37.4829679732523,90,1.85672938639028e-06,170,2.37379572461105e-06,4,3.09927318534736e-06,1,9.12563383595448e-05,2,3.66317994419407e-05
"746","벽산",126.919034001866,37.451951295722,39,2.67522766357349e-06,31,5.69838285359344e-06,3,2.39906317130276e-05,0,0.000251496691242182,0,0.000564187694133426
"747","라이프미성",126.907778331354,37.5894982225769,74,4.17719543417587e-06,112,1.34924376400376e-05,11,3.67162206175299e-06,1,1.29832232096997e-05,2,3.56407044832371e-05
"748","태강아파트",127.083557738377,37.6236489350667,81,2.67411401632301e-06,73,2.14444831015309e-06,4,4.78690193151324e-06,1,6.18177027666517e-05,2,1.3133184290249e-05
"749","구로지웰",126.886506136169,37.49063697288,82,5.60089793570661e-06,157,2.21433094420569e-07,6,5.78289550508388e-07,0,0.00061834020805887,4,2.09751474475824e-05
"750","마포아크로타워",126.948970824054,37.5413216431359,117,2.56714570917951e-07,189,2.61310870092141e-10,7,1.1901533159282e-05,0,0.000135410073647421,5,1.1668123188351e-05
"751","그대家",126.919101109642,37.4697051500318,68,1.2403788307063e-06,65,2.09469772579457e-06,4,8.20009551667685e-06,0,0.000110953828371781,0,0.000320219769988856
"752","현대5",126.900812746942,37.5296404475771,82,2.83772182135141e-07,173,4.86993623854842e-07,7,1.36710355597608e-05,0,0.000190273539213767,4,2.39139087773788e-05
"753","대우그린",126.837681556867,37.5330861663536,57,1.31641083049989e-06,190,8.15995742182258e-07,6,2.19345890080834e-05,1,7.94089218594241e-05,3,8.20157004719219e-05
"754","삼성보라매옴니타워",126.923631685439,37.4925890130386,93,2.30469526041987e-07,176,6.7214400673604e-07,2,3.93716142630348e-05,1,2.86098303760753e-05,2,6.4370500066999e-05
"755","우장산롯데캐슬",126.848318501804,37.5556368030986,103,2.51860060981792e-06,133,1.96761682563223e-08,5,1.07275035786824e-05,1,1.35523843747963e-05,0,0.000126099621500653
"756","동인샤인빌",127.017786536567,37.5449081171094,110,1.06269586042131e-06,95,6.66636074145845e-06,5,4.25455763063187e-06,2,1.34952779772648e-05,4,1.1699915573179e-05
"757","크라운빌",127.026427124866,37.6393726281038,103,2.82593387623533e-07,190,3.45065957222733e-08,3,7.45704086012437e-05,1,7.13435997533943e-05,1,2.94851190537107e-06
"758","이수힐스테이트",126.980045806956,37.4944065466474,72,9.84490526765828e-08,178,9.71529765198778e-06,1,4.27639299050202e-05,1,7.02241996860563e-05,3,6.17334789437319e-05
"759","청우그린",126.90328090581,37.45052089852,98,6.11290422044777e-07,142,1.22636235743205e-06,9,5.28387459924196e-06,1,1.38916130788404e-05,0,0.000107316469774617
"760","청계벽산메가트리움",127.049698222216,37.5698611275083,73,7.84490193356024e-07,115,3.04282596548144e-06,4,1.26039195463167e-05,1,1.21377326740138e-05,4,8.11530030931676e-06
"761","상도 효성해링턴플레이스",126.942127604277,37.5057513275856,118,3.06631646733034e-07,127,1.07445899101753e-07,4,3.86957557157923e-06,0,0.000105618529038137,3,1.15275725919613e-05
"762","푸른힐",126.855731204459,37.5247737148241,84,1.81798123654498e-06,185,1.66303752318022e-06,5,2.23451595371679e-06,0,0.000179962785574507,3,3.04412919505061e-07
"763","휘버스",126.864207166023,37.5244394014215,71,1.88776354725308e-07,217,1.10945081086262e-07,5,5.41787724072605e-05,0,0.000259475084388945,2,2.17302707046846e-06
"764","목동신시가지12",126.86113248111,37.5130367922481,94,2.26718681913245e-06,107,1.59950891995782e-06,6,3.99685729080475e-06,1,8.38409596237643e-05,1,2.09966342920427e-05
"765","윌쏘나슈트",127.005554213169,37.534151204899,48,1.18982989217443e-06,57,4.38583953315629e-07,3,2.84526427841613e-05,0,0.000333560360832195,2,3.4709500680406e-05
"766","신동아(22)",127.022668627156,37.5147157100303,46,5.48162471627924e-06,478,4.30621309013114e-06,3,4.50042440856857e-05,0,0.000251985090106747,3,8.80593861427046e-06
"767","문래대림",126.88806349814,37.5170161035426,82,3.29668271825265e-07,113,1.28365081094874e-06,4,7.04455040561303e-06,0,0.000444194299995781,5,3.66445840360564e-05
"768","동아3",126.877425235008,37.5501995704814,45,1.33809930888781e-06,63,3.45118895171509e-09,3,2.50542215580602e-05,1,5.32087558098178e-05,0,0.00067296898516638
"769","휘경",127.066633311696,37.5840484878942,56,3.0225394161846e-06,67,2.89665651275538e-06,0,0.000188237436941467,2,1.40362498295875e-05,0,0.000108746132288887
"770","현대5",126.900812746942,37.5296404475771,82,2.83772182135141e-07,173,4.86993623854842e-07,7,1.36710355597608e-05,0,0.000190273539213767,4,2.39139087773788e-05
"771","성산시영(선경)",126.901892164797,37.5721152959697,65,4.71417580963411e-07,61,5.66611579346072e-06,4,6.04693703291236e-06,1,7.49222750254627e-05,4,1.54814970675132e-05
